astro_sign,title,link,image,Theme,Style Number,Colour,Swing Tag Generation,Tush Tag Generation,Birthday,Release Date,Release Year,Retirement Date,Animal,Subtheme,Size
Aquarius,Chopstix the Monkey,https://beaniepedia.com/beanies/beanie-babies/chopstix/,https://beaniepedia.com/beanies/files/2014/07/chopstix-1.jpg,Beanie Babies,40047,Red,12,13,22 January 2003,30/12/2003,2003,16/07/2004,Monkey,None,N/A
Taurus,Chops the Lamb,https://beaniepedia.com/beanies/beanie-babies/chops-the-lamb/,https://beaniepedia.com/beanies/files/2014/07/chops-1.jpg,Beanie Babies,4019,White,3 4,2 3,03 May 1996,07/01/1996,1996,01/01/1997,Sheep,None,N/A
ERROR,Chompers the Shark,https://beaniepedia.com/beanies/beanie-babies/chompers-the-shark/,https://beaniepedia.com/beanies/files/2014/07/chompers-1.jpg,Beanie Babies,48403,Blue,BBOM,13,None,01/08/2004,2004,31/08/2004,Shark,BBOM,N/A
Pisces,Chocolate Kiss the Dog,https://beaniepedia.com/beanies/beanie-babies/chocolate-kiss-the-dog/,https://beaniepedia.com/beanies/files/2014/07/chocolatekiss-1.jpg,Beanie Babies,47091,Brown,15,13,23 February 2007,12/12/2007,2007,30/05/2008,Dog,None,N/A
Gemini,Chocolate Chip the Bear,https://beaniepedia.com/beanies/beanie-babies/chocolate-chip-the-bear/,https://beaniepedia.com/beanies/files/2014/07/chocolatechip-1.jpg,Beanie Babies,47042,Brown,14,13,11 June 2006,31/08/2006,2006,27/12/2007,Bear,None,N/A
Taurus,Chocolate the Moose (BBOC),https://beaniepedia.com/beanies/beanie-babies/chocolate-the-moose-bboc/,https://beaniepedia.com/beanies/files/2014/05/chocolatebboc-1.png,Beanie Babies,49021,Brown,Original 9,13,27 April 1993,03/10/2005,2005,09/03/2006,Moose,BBOC,N/A
Taurus,Chococat the Cat,https://beaniepedia.com/beanies/beanie-babies/chococat-the-cat/,https://beaniepedia.com/beanies/files/2014/05/chococat-1.jpg,Beanie Babies,40881,Black,17,-,10 May,00/00/2010,2010,22/08/2012,Cat,None,N/A
ERROR,Chitraka the Cheetah,https://beaniepedia.com/beanies/beanie-babies/chitraka-the-cheetah/,https://beaniepedia.com/beanies/files/2014/05/chitraka-1.jpg,Beanie Babies,44207,Brown,13,13,None,14/12/2005,2005,17/04/2006,Cheetah,None,N/A
Taurus,Chipper the Chipmunk,https://beaniepedia.com/beanies/beanie-babies/chipper-the-chipmunk/,https://beaniepedia.com/beanies/files/2014/05/chipper-1.png,Beanie Babies,4259,Brown,5,8,21 April 1999,31/08/1999,1999,23/12/1999,Chipmunk,None,N/A
Aquarius,Chip the Cat,https://beaniepedia.com/beanies/beanie-babies/chip-the-cat/,https://beaniepedia.com/beanies/files/2014/05/chip-1.jpg,Beanie Babies,4121,Black/Brown,4 5,3 4 5 6,26 January 1996,11/05/1997,1997,31/03/1999,Cat,None,N/A
Gemini,Chinook the Bear,https://beaniepedia.com/beanies/beanie-babies/chinook-the-bear/,https://beaniepedia.com/beanies/files/2014/05/chinook-1.jpg,Beanie Babies,4604,Red/White,6,9,24 May 2000,14/08/2000,2000,15/02/2001,Bear,None,N/A
Virgo,China the Panda,https://beaniepedia.com/beanies/beanie-babies/china-the-panda-2/,https://beaniepedia.com/beanies/files/2014/05/china-1.jpg,Beanie Babies,4315,Black/White,6 7,9,04 September 2000,08/07/2000,2000,19/04/2001,Panda,None,N/A
Pisces,Chilly the Polar Bear,https://beaniepedia.com/beanies/beanie-babies/chilly-the-polar-bear/,https://beaniepedia.com/beanies/files/2014/03/chilly-1.jpg,Beanie Babies,4012,White,1 2 2003,1,22 February 1994,25/06/1994,1994,07/01/1996,Bear,None,N/A
ERROR,Chillton the Polar Bear,https://beaniepedia.com/beanies/beanie-babies/chillton-the-polar-bear/,https://beaniepedia.com/beanies/files/2014/03/chillton-1.jpg,Beanie Babies,48432,White,BBOM,13,None,01/01/2007,2007,01/02/2007,Bear,Beanie Baby of the Month,N/A
Capricorn,Chills the Penguin,https://beaniepedia.com/beanies/beanie-babies/chills-the-penguin/,https://beaniepedia.com/beanies/files/2014/03/chills-1.jpg,Beanie Babies,40897,Black/White,18,-,08 January 2010,01/01/2011,2011,18/01/2013,Penguin,None,N/A
Aquarius,Chillingsly the Bear,https://beaniepedia.com/beanies/beanie-babies/chillingsly-the-bear/,https://beaniepedia.com/beanies/files/2014/03/chillingsly-1.jpg,Beanie Babies,40446,White,14,13,21 January 2006,29/09/2006,2006,21/12/2006,Bear,None,N/A
Capricorn,Chillin&#8217; the Snowman,https://beaniepedia.com/beanies/beanie-babies/chillin-the-snowman/,https://beaniepedia.com/beanies/files/2014/03/chillin-1.jpg,Beanie Babies,40025,White,11,13,12 January 2003,30/09/2003,2003,26/12/2003,Snowman,Christmas,N/A
Aries,Carrots the Rabbit &#8211; Brown,https://beaniepedia.com/beanies/beanie-boos/carrots-the-rabbit-brown/,https://beaniepedia.com/beanies/files/2014/03/carrotsboo2-1.jpg,Beanie Boos,36106,Brown,4,5,14 April,02/01/2014,2014,-,Rabbit,None,"6"""
Taurus,Babs the Lamb,https://beaniepedia.com/beanies/beanie-boos/babs-the-lamb/,https://beaniepedia.com/beanies/files/2014/03/babsboo-1.jpg,Beanie Boos,36107,Pink,4,6,21 April,02/07/2014,2014,-,Sheep,None,"6"""
ERROR,Arizona Cardinals,https://beaniepedia.com/beanies/beanie-ballz/arizona-cardinals/,https://beaniepedia.com/beanies/files/2014/02/arizonacardinals-1.jpg,Beanie Ballz,38068,Red,3,-,None,02/07/2012,2012,-,Human,American Football teams,N/A
ERROR,Yukon the Bear,https://beaniepedia.com/beanies/wild-wild-best/yukon-the-bear/,https://beaniepedia.com/beanies/files/2014/02/yukonwwb-1.jpg,Wild Wild Best,75017,Brown,1,1,None,01/01/2011,2011,03/06/2013,Bear,None,N/A
ERROR,Thunder the Elephant,https://beaniepedia.com/beanies/wild-wild-best/thunder-the-elephant/,https://beaniepedia.com/beanies/files/2014/02/thunderwwb-1.jpg,Wild Wild Best,75023,Grey,1,1,None,01/07/2011,2011,03/06/2013,Elephant,None,N/A
ERROR,Serengeti the Cheetah,https://beaniepedia.com/beanies/wild-wild-best/serengeti-the-cheetah/,https://beaniepedia.com/beanies/files/2014/02/serengetiwwb-1.jpg,Wild Wild Best,75013,Brown,1,1,None,01/01/2011,2011,-,Cheetah,None,N/A
ERROR,Savannah the Lioness,https://beaniepedia.com/beanies/wild-wild-best/savannah-the-lioness/,https://beaniepedia.com/beanies/files/2014/02/savannahwwb-1.jpg,Wild Wild Best,75009,Brown,1,1,None,01/01/2011,2011,-,Lion,None,N/A
ERROR,Rocky the Wolf,https://beaniepedia.com/beanies/wild-wild-best/rocky-the-wolf/,https://beaniepedia.com/beanies/files/2014/02/rockywwb-1.jpg,Wild Wild Best,75015,Grey,1,1,None,01/01/2011,2011,22/08/2012,Wolf,None,N/A
ERROR,Pouncer the Tiger,https://beaniepedia.com/beanies/wild-wild-best/pouncer-the-tiger/,https://beaniepedia.com/beanies/files/2014/02/pouncerwwb-1.jpg,Wild Wild Best,75010,Orange,1,1,None,01/01/2011,2011,07/02/2013,Tiger,None,N/A
ERROR,Midnight the Bear,https://beaniepedia.com/beanies/wild-wild-best/midnight-the-bear/,https://beaniepedia.com/beanies/files/2014/02/midnightwwb-1.jpg,Wild Wild Best,75018,Black,1,1,None,01/01/2011,2011,19/06/2013,Bear,None,N/A
ERROR,Kodiak the Bear,https://beaniepedia.com/beanies/wild-wild-best/kodiak-the-bear/,https://beaniepedia.com/beanies/files/2014/02/kodiakwwb-1.jpg,Wild Wild Best,75022,Brown,1,1,None,01/07/2011,2011,21/11/2013,Bear,None,N/A
ERROR,Kingston the Lion,https://beaniepedia.com/beanies/wild-wild-best/kingston-the-lion/,https://beaniepedia.com/beanies/files/2014/02/kingstonwwb-1.jpg,Wild Wild Best,75021,Brown,1,1,None,01/01/2011,2011,22/08/2012,Lion,None,N/A
ERROR,India the White Tiger,https://beaniepedia.com/beanies/wild-wild-best/india-the-white-tiger/,https://beaniepedia.com/beanies/files/2014/02/indiawwb-1.jpg,Wild Wild Best,75014,White,1,1,None,01/01/2011,2011,22/08/2012,Tiger,None,N/A
ERROR,Icicles the Penguin,https://beaniepedia.com/beanies/wild-wild-best/icicles-the-penguin/,https://beaniepedia.com/beanies/files/2014/02/icicleswwb-1.jpg,Wild Wild Best,75008,Black/White,1,1,None,01/01/2011,2011,23/07/2012,Penguin,None,N/A
ERROR,Iceberg the Polar Bear,https://beaniepedia.com/beanies/wild-wild-best/iceberg-the-polar-bear/,https://beaniepedia.com/beanies/files/2014/02/icebergwwb-1.jpg,Wild Wild Best,75012,White,1,1,None,01/01/2011,2011,03/06/2013,Bear,None,N/A
ERROR,Dynasty the Panda,https://beaniepedia.com/beanies/wild-wild-best/dynasty-the-panda/,https://beaniepedia.com/beanies/files/2014/02/dynastywwb-1.jpg,Wild Wild Best,75024,Black/White,1,1,None,01/07/2011,2011,03/06/2013,Panda,None,N/A
ERROR,Digby the Mole,https://beaniepedia.com/beanies/wild-wild-best/digby-the-mole/,https://beaniepedia.com/beanies/files/2014/02/digbywwb-1.png,Wild Wild Best,75020,Brown,1,1,None,01/01/2011,2011,21/11/2013,Mole,None,N/A
ERROR,Brownie the Monkey,https://beaniepedia.com/beanies/wild-wild-best/brownie-the-monkey/,https://beaniepedia.com/beanies/files/2014/02/browniewwb-1.jpg,Wild Wild Best,75016,Brown,1,1,None,01/01/2011,2011,-,Monkey,None,N/A
ERROR,Beijing the Panda,https://beaniepedia.com/beanies/wild-wild-best/beijing-the-panda/,https://beaniepedia.com/beanies/files/2014/02/beijingwwb-1.jpg,Wild Wild Best,75019,Black/White,1,1,None,01/01/2011,2011,22/08/2012,Panda,None,N/A
ERROR,Asia the Tiger,https://beaniepedia.com/beanies/wild-wild-best/asia-the-tiger/,https://beaniepedia.com/beanies/files/2014/02/asiawwb-1.jpg,Wild Wild Best,75025,Orange,1,1,None,01/07/2011,2011,03/06/2013,Tiger,None,N/A
ERROR,Africa the Elephant,https://beaniepedia.com/beanies/wild-wild-best/africa-the-elephant/,https://beaniepedia.com/beanies/files/2014/02/africawwb1-1.jpg,Wild Wild Best,75011,Grey,1,1,None,01/01/2011,2011,-,Elephant,None,N/A
Sagittarius,Chili the Polar Bear,https://beaniepedia.com/beanies/beanie-babies/chili-the-polar-bear/,https://beaniepedia.com/beanies/files/2014/02/chili-1.png,Beanie Babies,40088,White,12,13,12 December 2003,30/06/2004,2004,24/12/2004,Bear,None,N/A
Virgo,Chickie the Chick,https://beaniepedia.com/beanies/beanie-babies/chickie-the-chick/,https://beaniepedia.com/beanies/files/2014/02/chickie-1.jpg,Beanie Babies,4509,Orange,7 10,11,20 September 2001,27/12/2001,2001,23/04/2002,Chicken,None,N/A
Leo,Chicago the Bear,https://beaniepedia.com/beanies/beanie-babies/chicago-the-bear/,https://beaniepedia.com/beanies/files/2014/02/chicago-1.jpg,Beanie Babies,40089,Blue,12,13,12 August 2003,22/07/2004,2004,26/08/2004,Bear,None,N/A
Aries,Chestnut the Reindeer,https://beaniepedia.com/beanies/beanie-babies/chestnut-the-reindeer/,https://beaniepedia.com/beanies/files/2014/02/chestnut-1.jpg,Beanie Babies,40792,Brown,15,13,02 April 2009,02/10/2009,2009,01/03/2011,Reindeer,None,N/A
Gemini,Chessie the Cheetah,https://beaniepedia.com/beanies/beanie-babies/chessie-the-cheetah/,https://beaniepedia.com/beanies/files/2014/02/chessie-1.jpg,Beanie Babies,40660,Brown,15,13,02 June 2007,29/06/2007,2007,27/12/2007,Cheetah,None,N/A
Cancer,Cherry Ice the Bear,https://beaniepedia.com/beanies/beanie-babies/cherry-ice-the-bear/,https://beaniepedia.com/beanies/files/2014/02/cherryice-1.png,Beanie Babies,40678,Pink,15,13,23 June 2007,07/08/2004,2004,26/08/2004,Bear,None,N/A
Virgo,Chef Robuchon the Bear,https://beaniepedia.com/beanies/beanie-babies/chef-robuchon-the-bear/,https://beaniepedia.com/beanies/files/2014/02/chefrobuchon-1.jpg,Beanie Babies,47045,Beige,14,13,18 September 2006,09/08/2006,2006,-,Bear,Restaurant Opening,N/A
Taurus,Cheezer the Mouse,https://beaniepedia.com/beanies/beanie-babies/cheezer-the-mouse/,https://beaniepedia.com/beanies/files/2014/02/cheezer-1.jpg,Beanie Babies,4301,White,6 7,9,09 May 2000,24/06/2000,2000,12/06/2001,Mouse,None,N/A
Scorpio,Cheesly the Mouse,https://beaniepedia.com/beanies/beanie-babies/cheesly-the-mouse/,https://beaniepedia.com/beanies/files/2014/02/cheesly-1.jpg,Beanie Babies,40240,Grey,13,13,15 November 2004,29/04/2005,2005,29/12/2005,Mouse,None,N/A
Leo,Cheery the Bear,https://beaniepedia.com/beanies/beanie-babies/cheery-the-bear/,https://beaniepedia.com/beanies/files/2014/02/cheery-1.jpg,Beanie Babies,4359,White,7 8,10,18 August 2000,01/05/2001,2001,31/08/2001,Bear,None,N/A
Taurus,Cheeks the Baboon,https://beaniepedia.com/beanies/beanie-babies/cheeks-the-baboon/,https://beaniepedia.com/beanies/files/2014/02/cheeks-1.jpg,Beanie Babies,4250,Brown,5,7 8,18 May 1999,01/05/1999,1999,23/12/1999,Baboon,None,N/A
Scorpio,Righty the Elephant (2008),https://beaniepedia.com/beanies/beanie-babies-2-0/righty-the-elephant/,https://beaniepedia.com/beanies/files/2014/02/righty2-1.jpg,Beanie Babies 2.0,42022,Red,1 (2.0),1 (2.0),04 November 2008,01/05/2008,2008,03/06/2013,Elephant,Political,N/A
Capricorn,Ricky the Raccoon,https://beaniepedia.com/beanies/beanie-babies-2-0/ricky-the-raccoon/,https://beaniepedia.com/beanies/files/2014/02/ricky21-1.jpg,Beanie Babies 2.0,42048,Grey,1 (2.0),1 (2.0),15 January 2008,01/04/2009,2009,13/07/2010,Raccoon,None,N/A
Aries,Rascal the Bichon Frise,https://beaniepedia.com/beanies/beanie-babies-2-0/rascal-the-bichon-frise/,https://beaniepedia.com/beanies/files/2014/02/rascal2-1.jpg,Beanie Babies 2.0,42006,White,1 (2.0),1 (2.0),23 March 2007,02/01/2008,2008,03/04/2008,Dog,None,N/A
Pisces,Quackly the Duck,https://beaniepedia.com/beanies/beanie-babies-2-0/quackly-the-duck/,https://beaniepedia.com/beanies/files/2014/02/quackly2-1.jpg,Beanie Babies 2.0,42009,Yellow,1 (2.0),1 (2.0),19 March 2007,02/01/2008,2008,31/03/2009,Duck,None,N/A
Leo,Purry the Cat,https://beaniepedia.com/beanies/beanie-babies-2-0/purry-the-cat/,https://beaniepedia.com/beanies/files/2014/02/purry2-1.jpg,Beanie Babies 2.0,42001,Pink,1 (2.0),13,17 August 2007,02/01/2008,2008,04/11/2009,Cat,None,N/A
Gemini,Pops the Gorilla,https://beaniepedia.com/beanies/beanie-babies-2-0/pops-the-gorilla/,https://beaniepedia.com/beanies/files/2014/02/pops2-1.jpg,Beanie Babies 2.0,42021,Grey,1 (2.0),1 (2.0),15 June 2008,01/04/2008,2008,-,Gorilla,Father's Day,N/A
Gemini,Pico the Chihuahua,https://beaniepedia.com/beanies/beanie-babies-2-0/pico-the-chihuahua/,https://beaniepedia.com/beanies/files/2014/02/pico2-1.png,Beanie Babies 2.0,42005,Brown,1 (2.0),1 (2.0),10 June 2007,02/01/2008,2008,24/09/2009,Dog,None,N/A
Gemini,Oasis the Tiger,https://beaniepedia.com/beanies/beanie-babies-2-0/oasis-the-tiger/,https://beaniepedia.com/beanies/files/2014/02/oasis2-1.jpg,Beanie Babies 2.0,42032,Orange,1 (2.0),1 (2.0),01 June 2008,31/10/2008,2008,26/10/2011,Tiger,None,N/A
Taurus,Motherly the Bear,https://beaniepedia.com/beanies/beanie-babies-2-0/motherly-the-bear/,https://beaniepedia.com/beanies/files/2014/02/motherly2-1.jpg,Beanie Babies 2.0,47096,Blue,1 (2.0),13,11 May 2008,29/02/2008,2008,06/01/2009,Bear,Mother's Day,N/A
Capricorn,Ming the Panda,https://beaniepedia.com/beanies/beanie-babies-2-0/ming-the-panda/,https://beaniepedia.com/beanies/files/2014/02/ming2-1-1000x1019.jpg,Beanie Babies 2.0,42030,Black/White,1 (2.0),13,03 January 2008,01/07/2008,2008,01/03/2011,Panda,None,N/A
Aries,Flips the Dolphin,https://beaniepedia.com/beanies/beanie-boos/flips-the-dolphin/,https://beaniepedia.com/beanies/files/2014/01/flipsboo-1.jpg,Beanie Boos,36712,Purple,4,5,25 March,01/01/2014,2014,-,Dolphin,None,"6"""
Virgo,Ellie the Elephant (Medium),https://beaniepedia.com/beanies/beanie-boos/ellie-the-elephant-large/,https://beaniepedia.com/beanies/files/2014/01/ellieboo-1.jpg,Beanie Boos,34108,Pink,4,-,27 August,01/01/2014,2014,-,Elephant,None,"9"""
Virgo,Ellie the Elephant,https://beaniepedia.com/beanies/beanie-boos/ellie-the-elephant/,https://beaniepedia.com/beanies/files/2014/01/ellieboo-2.jpg,Beanie Boos,36728,Pink,4,6,27 August,01/01/2014,2014,-,Elephant,None,"6"""
Pisces,Rocco the Raccoon (Medium),https://beaniepedia.com/beanies/beanie-boos/rocco-the-raccoon-medium/,https://beaniepedia.com/beanies/files/2014/01/roccoboo-1.jpg,Beanie Boos,34107,Grey,4,-,27 February,02/01/2014,2014,-,Raccoon,None,"9"""
Pisces,Rocco the Raccoon,https://beaniepedia.com/beanies/beanie-boos/rocco-the-raccoon/,https://beaniepedia.com/beanies/files/2014/01/roccoboo-2.jpg,Beanie Boos,36727,Grey,4,6,27 February,02/01/2014,2014,,Raccoon,None,"6"""
Cancer,Midas the Lion,https://beaniepedia.com/beanies/beanie-babies-2-0/midas-the-lion/,https://beaniepedia.com/beanies/files/2014/01/midas-1.jpg,Beanie Babies 2.0,42028,Orange,1 (2.0),1 (2.0),23 June 2008,01/07/2008,2008,26/03/2012,Lion,None,N/A
Pisces,McLucky the Bear,https://beaniepedia.com/beanies/beanie-babies-2-0/mclucky-the-bear/,https://beaniepedia.com/beanies/files/2014/01/mclucky-1.jpg,Beanie Babies 2.0,44124,Black/White,1 (2.0),1 (2.0),17 March 2008,13/02/2008,2008,11/03/2009,Bear,None,N/A
Aries,Maiden the Ladybug,https://beaniepedia.com/beanies/beanie-babies-2-0/maiden-the-ladybug/,https://beaniepedia.com/beanies/files/2014/01/maiden2-1.jpg,Beanie Babies 2.0,42045,Red,1 (2.0),1 (2.0),10 April 2008,02/02/2009,2009,16/04/2010,Ladybug,None,N/A
Pisces,Luckier the Bear,https://beaniepedia.com/beanies/beanie-babies-2-0/luckier-the-bear/,https://beaniepedia.com/beanies/files/2013/12/luckier-1.jpg,Beanie Babies 2.0,42011,Green,1 (2.0),1 (2.0),17 March 2008,02/01/2008,2008,15/02/2013,Bear,St. Patrick's Day,N/A
Taurus,Love to Mom the Bear,https://beaniepedia.com/beanies/beanie-babies-2-0/love-to-mom-the-bear/,https://beaniepedia.com/beanies/files/2013/12/lovetomom-1.jpg,Beanie Babies 2.0,42014,Purple,1 (2.0),13,11 May 2008,29/02/2008,2008,19/11/2013,Bear,Mother's Day,N/A
Scorpio,Lefty the Donkey (2008),https://beaniepedia.com/beanies/beanie-babies-2-0/lefty-the-donkey-2008/,https://beaniepedia.com/beanies/files/2013/12/lefty20082-1.png,Beanie Babies 2.0,42023,Blue,1 (2.0),1 (2.0),04 November 2008,01/05/2008,2008,03/06/2013,Donkey,Political,N/A
Leo,Jungle the Monkey,https://beaniepedia.com/beanies/beanie-babies-2-0/jungle-the-monkey/,https://beaniepedia.com/beanies/files/2013/12/412BMOmEK1uL.jpg,Beanie Babies 2.0,42035,Brown,1 (2.0),13,21 August 2008,31/10/2008,2008,29/11/2011,Monkey,None,N/A
Cancer,Jumps the Frog,https://beaniepedia.com/beanies/beanie-babies-2-0/jumps-the-frog/,https://beaniepedia.com/beanies/files/2013/12/jumps-1.jpg,Beanie Babies 2.0,42003,Green,1 (2.0),1 (2.0),05 July 2007,02/01/2008,2008,10/04/2008,Frog,None,N/A
Virgo,Hydrant the Dalmatian,https://beaniepedia.com/beanies/beanie-babies-2-0/hydrant-the-dalmatian/,https://beaniepedia.com/beanies/files/2013/11/41yBPn88GIL.jpg,Beanie Babies 2.0,42036,Black/White,1 (2.0),1 (2.0),10 September 2008,02/10/2008,2008,16/04/2010,Dog,None,N/A
Aries,Hutches the Rabbit,https://beaniepedia.com/beanies/beanie-babies-2-0/hutches-the-rabbit/,https://beaniepedia.com/beanies/files/2013/11/41qTDx96CkL.jpg,Beanie Babies 2.0,44125,Brown,1 (2.0),1 (2.0),23 March 2008,08/02/2008,2008,01/05/2011,Rabbit,None,N/A
Aries,Hopsy the Rabbit,https://beaniepedia.com/beanies/beanie-babies-2-0/hopsy-the-rabbit/,https://beaniepedia.com/beanies/files/2013/11/hopsy2-1.png,Beanie Babies 2.0,42010,White,1 (2.0),13,03 April 2007,02/01/2008,2008,30/12/2010,Rabbit,None,N/A
Libra,Henley the Hen,https://beaniepedia.com/beanies/beanie-babies-2-0/henley-the-hen/,https://beaniepedia.com/beanies/files/2013/11/henley-1.jpg,Beanie Babies 2.0,42040,Yellow,1 (2.0),1 (2.0),30 September 2008,01/01/2009,2009,-,Chicken,None,N/A
Cancer,Heartland the Bear,https://beaniepedia.com/beanies/beanie-babies-2-0/heartland-the-bear/,https://beaniepedia.com/beanies/files/2013/11/41WLXKiosQL.jpg,Beanie Babies 2.0,44186,Red,1 (2.0),1 (2.0),04 July 2008,01/05/2008,2008,-,Bear,Independence Day,N/A
Cancer,Frolics the Dog,https://beaniepedia.com/beanies/beanie-babies-2-0/frolics-the-dog/,https://beaniepedia.com/beanies/files/2013/11/41hSfLWUMYL.jpg,Beanie Babies 2.0,42026,Brown,1 (2.0),1 (2.0),12 July 2007,01/07/2008,2008,29/12/2010,Dog,None,N/A
Sagittarius,Frank the Dachshund,https://beaniepedia.com/beanies/beanie-babies-2-0/frank-the-dachshund/,https://beaniepedia.com/beanies/files/2013/11/frank2-1.jpg,Beanie Babies 2.0,42047,Brown,1 (2.0),1 (2.0),11 December 2008,01/04/2009,2009,-,Dog,None,N/A
Gemini,Fluffball the Hamster,https://beaniepedia.com/beanies/beanie-babies-2-0/fluffball-the-hamster/,https://beaniepedia.com/beanies/files/2013/11/41k4rPpnAwL.jpg,Beanie Babies 2.0,42002,Brown,1 (2.0),1 (2.0),31 May 2007,02/01/2008,2008,04/09/2009,Hamster,None,N/A
Virgo,Fletch the Dog,https://beaniepedia.com/beanies/beanie-babies-2-0/fletch-the-dog/,https://beaniepedia.com/beanies/files/2013/11/41tTpG4RQXL.jpg,Beanie Babies 2.0,42015,Brown,1 (2.0),1 (2.0),02 September 2007,01/04/2008,2008,12/11/2010,Dog,None,N/A
Virgo,Fable the Unicorn,https://beaniepedia.com/beanies/beanie-babies-2-0/fable-the-unicorn/,https://beaniepedia.com/beanies/files/2013/11/71x21veZWtL._SL1500_-1000x942.jpg,Beanie Babies 2.0,42034,White,1 (2.0),1 (2.0),19 September 2008,02/10/2008,2008,12/11/2010,Unicorn,None,N/A
Libra,Cheek to Cheek the Monkeys,https://beaniepedia.com/beanies/beanie-babies/cheek-to-cheek-the-monkeys/,https://beaniepedia.com/beanies/files/2013/11/31o8rpX4ccL.jpg,Beanie Babies,40472,Red/White,14,13,21 October 2006,30/11/2006,2006,27/02/2007,Monkey,Valentine's Day,N/A
Aries,Cheddar the Mouse (Blue),https://beaniepedia.com/beanies/beanie-babies/cheddar-the-mouse-blue/,https://beaniepedia.com/beanies/files/2013/11/cheddarblue-1.png,Beanie Babies,4245,Blue,10,11,24 March 2002,01/05/2002,2002,24/05/2002,Mouse,None,N/A
Aries,Cheddar the Mouse (Grey),https://beaniepedia.com/beanies/beanie-babies/cheddar-the-mouse-grey/,https://beaniepedia.com/beanies/files/2013/11/cheddar-1.jpg,Beanie Babies,4245,Grey,7 10,11,24 March 2002,01/05/2002,2002,24/05/2002,Mouse,None,N/A
Capricorn,Chaser the Dog,https://beaniepedia.com/beanies/beanie-babies/chaser-the-dog/,https://beaniepedia.com/beanies/files/2013/11/414V6j1Ky2L.jpg,Beanie Babies,40654,Black,15,13,11 January 2007,31/05/2007,2007,27/12/2007,Dog,None,N/A
